|source|predicted|ground_truth|da|qe|rouge|embed_distance|laj
0|आंखें चुराना|To sneak a peek|to avoid being seen|0.398019015789032|0.676445722579956|0.0|0.7229628562927246|5
1|आंखों का तारा|The Star of the Eye|beloved person|0.42619720101356506|0.77613365650177|0.0|0.5915471315383911|3
2|चेहरा उतरना|To lose one's composure|to be sad or disappointed|0.45903030037879944|0.6078795194625854|0.0|0.6579880118370056|2
3|दाँतों तले उंगली दबाना|To bite one's tongue|to be very surprised|0.3931143283843994|0.7012929916381836|0.05128205128205128|0.5362523198127747|2
4|साँस लेना|To breathe|to feel relieved after hard work|0.4553552567958832|0.8287458419799805|0.0|0.5338349342346191|1
5|बात पक्की होना|To have a firm or definite plan.|to agree on something or finalize a deal|0.6064432263374329|0.7528344392776489|0.1038961038961039|0.6677259802818298|4
6|बाल-बाल बचना|To escape by a whisker|to narrowly escape from trouble|0.5078453421592712|0.6703307628631592|0.22641509433962262|0.6954867839813232|4
7|अक्ल का दुश्मन|The enemy of intelligence|a fool who avoids wisdom|0.5760032534599304|0.8400669693946838|0.0|0.5681949853897095|4
8|जान पर खेलना|Playing with fire|to act fearlessly or take great risks|0.4641754925251007|0.7302619814872742|0.0|0.579401433467865|4
9|पेट में चूहे कूदना|**Translation:** Jumping Mice in the Stomach|to be extremely hungry|0.3508446514606476|0.5785611271858215|0.0|0.4158306121826172|2
10|आसमान पर चढ़ना|To Reach the Sky|to be proud or overconfident|0.4433099925518036|0.8154093027114868|0.0|0.5397611856460571|2
11|आकाश पाताल का अंतर|The gap between heaven and hell|to be vastly different|0.5263206362724304|0.8286987543106079|0.0|0.6338852047920227|4
12|हवा से बातें करना|Chattering with the wind|to move very fast|0.4906975030899048|0.8254024982452393|0.0|0.617485761642456|2
13|पत्थर की लकीर|A hard line to toe|to be firm on one’s word or decision|0.4609469473361969|0.491903156042099|0.0|0.652706503868103|4
14|पहाड़ टूट पड़ना|The mountain has fallen.|to face a huge problem or calamity|0.5012452602386475|0.7674605250358582|0.0|0.6502043604850769|2
15|ईद का चाँद होना|To be as bright as the moon during Eid|to appear after a long time (a rare person)|0.4698092043399811|0.7108883857727051|0.0|0.560748279094696|1
16|चकमा देना|To mislead or deceive|to deceive or trick someone|0.8611229658126831|0.7866789102554321|0.29787234042553196|0.9106413125991821|4
17|उल्टी गंगा बहना|To pour out one's heart|something unusual or against norms happening|0.35502299666404724|0.603819727897644|0.0|0.504442572593689|5
18|छक्के छुड़ाना|To get rid of a problem or difficulty.|to defeat completely|0.4886050522327423|0.6063533425331116|0.0|0.6677043437957764|4
19|फूँक-फूँक कर कदम रखना|"""To take one's time and be cautious."""|to act very cautiously|0.6641204953193665|0.5269099473953247|0.1967213114754098|0.7450785040855408|5
20|दम में दम आना|To be impressive or awe-inspiring.|to regain courage or relief after fear|0.46880868077278137|0.4745388925075531|0.08|0.5544356107711792|3
21|दाँत से दाँत बजाना|To make a noise with one's teeth.|to shiver from cold|0.3987354338169098|0.7358039617538452|0.0|0.5636499524116516|2
22|मुँह में पानी आना|To Feel Embarrassed or Ashamed|to be tempted by delicious food|0.42879894375801086|0.5773268938064575|0.0|0.5500723123550415|5
